country,year,code,value_world,value_bw
Belgium,2014,BEL,40533.9134833922,51.0
Belgium,2014,BEL,40533.9134833922,32.4
Belgium,2018,BEL,10.86121368,21.2
Belgium,2018,BEL,10.86121368,55.4
Belgium,2018,BEL,10.86121368,15.9
Belgium,2018,BEL,10.86121368,33.4
Belgium,2018,BEL,10.86121368,49.3
Belgium,2018,BEL,10.86121368,34.2
Belgium,2018,BEL,,21.2
Belgium,2018,BEL,,55.4
Belgium,2018,BEL,,15.9
Belgium,2018,BEL,,33.4
Belgium,2018,BEL,,49.3
Belgium,2018,BEL,,34.2
Belgium,2018,BEL,98.001,21.2
Belgium,2018,BEL,98.001,55.4
Belgium,2018,BEL,98.001,15.9
Belgium,2018,BEL,98.001,33.4
Belgium,2018,BEL,98.001,49.3
Belgium,2018,BEL,98.001,34.2
Belgium,2018,BEL,42208.3625852238,21.2
Belgium,2018,BEL,42208.3625852238,55.4
Belgium,2018,BEL,42208.3625852238,15.9
Belgium,2018,BEL,42208.3625852238,33.4
Belgium,2018,BEL,42208.3625852238,49.3
Belgium,2018,BEL,42208.3625852238,34.2
Canada,2001,CAN,8.62482357,33.4
Canada,2001,CAN,8.62482357,48.2
Canada,2001,CAN,8.62482357,14.8
Canada,2001,CAN,,33.4
Canada,2001,CAN,,48.2
Canada,2001,CAN,,14.8
Canada,2001,CAN,79.81,33.4
Canada,2001,CAN,79.81,48.2
Canada,2001,CAN,79.81,14.8
Canada,2001,CAN,38200.4561131358,33.4
Canada,2001,CAN,38200.4561131358,48.2
Canada,2001,CAN,38200.4561131358,14.8
Canada,2003,CAN,9.01090145,34.5
Canada,2003,CAN,9.01090145,49.4
Canada,2003,CAN,9.01090145,14.8
Canada,2003,CAN,,34.5
Canada,2003,CAN,,49.4
Canada,2003,CAN,,14.8
Canada,2003,CAN,79.967,34.5
Canada,2003,CAN,79.967,49.4
Canada,2003,CAN,79.967,14.8
Canada,2003,CAN,39270.0234544073,34.5
Canada,2003,CAN,39270.0234544073,49.4
Canada,2003,CAN,39270.0234544073,14.8
Canada,2004,CAN,9.06628132,34.4
Canada,2004,CAN,9.06628132,22.4
Canada,2004,CAN,9.06628132,56.8
Canada,2004,CAN,,34.4
Canada,2004,CAN,,22.4
Canada,2004,CAN,,56.8
Canada,2004,CAN,80.045,34.4
Canada,2004,CAN,80.045,22.4
Canada,2004,CAN,80.045,56.8
Canada,2004,CAN,40108.758738975,34.4
Canada,2004,CAN,40108.758738975,22.4
Canada,2004,CAN,40108.758738975,56.8
Canada,2005,CAN,9.03540611,34.1
Canada,2005,CAN,9.03540611,23.7
Canada,2005,CAN,9.03540611,33.0
Canada,2005,CAN,9.03540611,48.2
Canada,2005,CAN,9.03540611,15.2
Canada,2005,CAN,9.03540611,57.7
Canada,2005,CAN,,34.1
Canada,2005,CAN,,23.7
Canada,2005,CAN,,33.0
Canada,2005,CAN,,48.2
Canada,2005,CAN,,15.2
Canada,2005,CAN,,57.7
Canada,2005,CAN,80.122,34.1
Canada,2005,CAN,80.122,23.7
Canada,2005,CAN,80.122,33.0
Canada,2005,CAN,80.122,48.2
Canada,2005,CAN,80.122,15.2
Canada,2005,CAN,80.122,57.7
Canada,2005,CAN,41006.222931999,34.1
Canada,2005,CAN,41006.222931999,23.7
Canada,2005,CAN,41006.222931999,33.0
Canada,2005,CAN,41006.222931999,48.2
Canada,2005,CAN,41006.222931999,15.2
Canada,2005,CAN,41006.222931999,57.7
Canada,2007,CAN,9.42872047,32.9
Canada,2007,CAN,9.42872047,49.1
Canada,2007,CAN,9.42872047,16.2
Canada,2007,CAN,,32.9
Canada,2007,CAN,,49.1
Canada,2007,CAN,,16.2
Canada,2007,CAN,80.396,32.9
Canada,2007,CAN,80.396,49.1
Canada,2007,CAN,80.396,16.2
Canada,2007,CAN,42106.8724267286,32.9
Canada,2007,CAN,42106.8724267286,49.1
Canada,2007,CAN,42106.8724267286,16.2
Canada,2008,CAN,9.58826923,35.8
Canada,2008,CAN,9.58826923,24.2
Canada,2008,CAN,9.58826923,32.8
Canada,2008,CAN,9.58826923,49.5
Canada,2008,CAN,9.58826923,16.6
Canada,2008,CAN,9.58826923,60.0
Canada,2008,CAN,,35.8
Canada,2008,CAN,,24.2
Canada,2008,CAN,,32.8
Canada,2008,CAN,,49.5
Canada,2008,CAN,,16.6
Canada,2008,CAN,,60.0
Canada,2008,CAN,80.578,35.8
Canada,2008,CAN,80.578,24.2
Canada,2008,CAN,80.578,32.8
Canada,2008,CAN,80.578,49.5
Canada,2008,CAN,80.578,16.6
Canada,2008,CAN,80.578,60.0
Canada,2008,CAN,42067.5686998623,35.8
Canada,2008,CAN,42067.5686998623,24.2
Canada,2008,CAN,42067.5686998623,32.8
Canada,2008,CAN,42067.5686998623,49.5
Canada,2008,CAN,42067.5686998623,16.6
Canada,2008,CAN,42067.5686998623,60.0
Canada,2009,CAN,10.69968033,32.8
Canada,2009,CAN,10.69968033,50.0
Canada,2009,CAN,10.69968033,17.2
Canada,2009,CAN,,32.8
Canada,2009,CAN,,50.0
Canada,2009,CAN,,17.2
Canada,2009,CAN,80.758,32.8
Canada,2009,CAN,80.758,50.0
Canada,2009,CAN,80.758,17.2
Canada,2009,CAN,40376.4153677037,32.8
Canada,2009,CAN,40376.4153677037,50.0
Canada,2009,CAN,40376.4153677037,17.2
Canada,2010,CAN,10.70405102,33.2
Canada,2010,CAN,10.70405102,50.6
Canada,2010,CAN,10.70405102,17.5
Canada,2010,CAN,,33.2
Canada,2010,CAN,,50.6
Canada,2010,CAN,,17.5
Canada,2010,CAN,80.937,33.2
Canada,2010,CAN,80.937,50.6
Canada,2010,CAN,80.937,17.5
Canada,2010,CAN,41164.3399062659,33.2
Canada,2010,CAN,41164.3399062659,50.6
Canada,2010,CAN,41164.3399062659,17.5
Canada,2011,CAN,10.40832329,34.2
Canada,2011,CAN,10.40832329,26.2
Canada,2011,CAN,10.40832329,32.8
Canada,2011,CAN,10.40832329,50.5
Canada,2011,CAN,10.40832329,17.7
Canada,2011,CAN,10.40832329,60.4
Canada,2011,CAN,8.4,34.2
Canada,2011,CAN,8.4,26.2
Canada,2011,CAN,8.4,32.8
Canada,2011,CAN,8.4,50.5
Canada,2011,CAN,8.4,17.7
Canada,2011,CAN,8.4,60.4
Canada,2011,CAN,81.096,34.2
Canada,2011,CAN,81.096,26.2
Canada,2011,CAN,81.096,32.8
Canada,2011,CAN,81.096,50.5
Canada,2011,CAN,81.096,17.7
Canada,2011,CAN,81.096,60.4
Canada,2011,CAN,42043.6419607016,34.2
Canada,2011,CAN,42043.6419607016,26.2
Canada,2011,CAN,42043.6419607016,32.8
Canada,2011,CAN,42043.6419607016,50.5
Canada,2011,CAN,42043.6419607016,17.7
Canada,2011,CAN,42043.6419607016,60.4
Canada,2012,CAN,10.54460621,33.2
Canada,2012,CAN,10.54460621,50.9
Canada,2012,CAN,10.54460621,17.7
Canada,2012,CAN,,33.2
Canada,2012,CAN,,50.9
Canada,2012,CAN,,17.7
Canada,2012,CAN,81.137,33.2
Canada,2012,CAN,81.137,50.9
Canada,2012,CAN,81.137,17.7
Canada,2012,CAN,42320.6431282192,33.2
Canada,2012,CAN,42320.6431282192,50.9
Canada,2012,CAN,42320.6431282192,17.7
Canada,2013,CAN,10.43964291,35.6
Canada,2013,CAN,10.43964291,26.4
Canada,2013,CAN,10.43964291,33.9
Canada,2013,CAN,10.43964291,52.1
Canada,2013,CAN,10.43964291,18.2
Canada,2013,CAN,10.43964291,62.0
Canada,2013,CAN,,35.6
Canada,2013,CAN,,26.4
Canada,2013,CAN,,33.9
Canada,2013,CAN,,52.1
Canada,2013,CAN,,18.2
Canada,2013,CAN,,62.0
Canada,2013,CAN,81.178,35.6
Canada,2013,CAN,81.178,26.4
Canada,2013,CAN,81.178,33.9
Canada,2013,CAN,81.178,52.1
Canada,2013,CAN,81.178,18.2
Canada,2013,CAN,81.178,62.0
Canada,2013,CAN,42851.1705330235,35.6
Canada,2013,CAN,42851.1705330235,26.4
Canada,2013,CAN,42851.1705330235,33.9
Canada,2013,CAN,42851.1705330235,52.1
Canada,2013,CAN,42851.1705330235,18.2
Canada,2013,CAN,42851.1705330235,62.0
Canada,2014,CAN,10.28526115,32.9
Canada,2014,CAN,10.28526115,52.5
Canada,2014,CAN,10.28526115,19.6
Canada,2014,CAN,,32.9
Canada,2014,CAN,,52.5
Canada,2014,CAN,,19.6
Canada,2014,CAN,81.218,32.9
Canada,2014,CAN,81.218,52.5
Canada,2014,CAN,81.218,19.6
Canada,2014,CAN,43643.2356474848,32.9
Canada,2014,CAN,43643.2356474848,52.5
Canada,2014,CAN,43643.2356474848,19.6
Canada,2015,CAN,10.76850224,36.1
Canada,2015,CAN,10.76850224,28.1
Canada,2015,CAN,10.76850224,33.1
Canada,2015,CAN,10.76850224,52.4
Canada,2015,CAN,10.76850224,19.2
Canada,2015,CAN,10.76850224,64.2
Canada,2015,CAN,,36.1
Canada,2015,CAN,,28.1
Canada,2015,CAN,,33.1
Canada,2015,CAN,,52.4
Canada,2015,CAN,,19.2
Canada,2015,CAN,,64.2
Canada,2015,CAN,81.259,36.1
Canada,2015,CAN,81.259,28.1
Canada,2015,CAN,81.259,33.1
Canada,2015,CAN,81.259,52.4
Canada,2015,CAN,81.259,19.2
Canada,2015,CAN,81.259,64.2
Canada,2015,CAN,43594.1941045394,36.1
Canada,2015,CAN,43594.1941045394,28.1
Canada,2015,CAN,43594.1941045394,33.1
Canada,2015,CAN,43594.1941045394,52.4
Canada,2015,CAN,43594.1941045394,19.2
Canada,2015,CAN,43594.1941045394,64.2
Canada,2016,CAN,11.06097317,33.4
Canada,2016,CAN,11.06097317,53.1
Canada,2016,CAN,11.06097317,19.7
Canada,2016,CAN,,33.4
Canada,2016,CAN,,53.1
Canada,2016,CAN,,19.7
Canada,2016,CAN,81.3,33.4
Canada,2016,CAN,81.3,53.1
Canada,2016,CAN,81.3,19.7
Canada,2016,CAN,43551.3426018259,33.4
Canada,2016,CAN,43551.3426018259,53.1
Canada,2016,CAN,43551.3426018259,19.7
Canada,2017,CAN,10.93421078,33.5
Canada,2017,CAN,10.93421078,26.9
Canada,2017,CAN,10.93421078,34.0
Canada,2017,CAN,10.93421078,53.8
Canada,2017,CAN,10.93421078,19.8
Canada,2017,CAN,10.93421078,60.4
Canada,2017,CAN,,33.5
Canada,2017,CAN,,26.9
Canada,2017,CAN,,34.0
Canada,2017,CAN,,53.8
Canada,2017,CAN,,19.8
Canada,2017,CAN,,60.4
Canada,2017,CAN,81.35,33.5
Canada,2017,CAN,81.35,26.9
Canada,2017,CAN,81.35,34.0
Canada,2017,CAN,81.35,53.8
Canada,2017,CAN,81.35,19.8
Canada,2017,CAN,81.35,60.4
Canada,2017,CAN,44339.3886692751,33.5
Canada,2017,CAN,44339.3886692751,26.9
Canada,2017,CAN,44339.3886692751,34.0
Canada,2017,CAN,44339.3886692751,53.8
Canada,2017,CAN,44339.3886692751,19.8
Canada,2017,CAN,44339.3886692751,60.4
Canada,2018,CAN,10.94313335,34.0
Canada,2018,CAN,10.94313335,53.8
Canada,2018,CAN,10.94313335,19.7
Canada,2018,CAN,,34.0
Canada,2018,CAN,,53.8
Canada,2018,CAN,,19.7
Canada,2018,CAN,81.411,34.0
Canada,2018,CAN,81.411,53.8
Canada,2018,CAN,81.411,19.7
Canada,2018,CAN,44907.3436837248,34.0
Canada,2018,CAN,44907.3436837248,53.8
Canada,2018,CAN,44907.3436837248,19.7
Canada,2019,CAN,11.05897045,35.5
Canada,2019,CAN,11.05897045,24.3
Canada,2019,CAN,11.05897045,33.8
Canada,2019,CAN,11.05897045,54.2
Canada,2019,CAN,11.05897045,20.4
Canada,2019,CAN,11.05897045,59.8
Canada,2019,CAN,,35.5
Canada,2019,CAN,,24.3
Canada,2019,CAN,,33.8
Canada,2019,CAN,,54.2
Canada,2019,CAN,,20.4
Canada,2019,CAN,,59.8
Canada,2019,CAN,81.482,35.5
Canada,2019,CAN,81.482,24.3
Canada,2019,CAN,81.482,33.8
Canada,2019,CAN,81.482,54.2
Canada,2019,CAN,81.482,20.4
Canada,2019,CAN,81.482,59.8
Canada,2019,CAN,45100.2914903262,35.5
Canada,2019,CAN,45100.2914903262,24.3
Canada,2019,CAN,45100.2914903262,33.8
Canada,2019,CAN,45100.2914903262,54.2
Canada,2019,CAN,45100.2914903262,20.4
Canada,2019,CAN,45100.2914903262,59.8
Canada,2020,CAN,13.02419472,33.4
Canada,2020,CAN,13.02419472,54.4
Canada,2020,CAN,13.02419472,21.0
Canada,2020,CAN,,33.4
Canada,2020,CAN,,54.4
Canada,2020,CAN,,21.0
Canada,2020,CAN,81.562,33.4
Canada,2020,CAN,81.562,54.4
Canada,2020,CAN,81.562,21.0
Canada,2020,CAN,42366.1285192527,33.4
Canada,2020,CAN,42366.1285192527,54.4
Canada,2020,CAN,42366.1285192527,21.0
Canada,2021,CAN,12.41920948,33.8
Canada,2021,CAN,12.41920948,55.5
Canada,2021,CAN,12.41920948,21.6
Canada,2021,CAN,7.7,33.8
Canada,2021,CAN,7.7,55.5
Canada,2021,CAN,7.7,21.6
Canada,2021,CAN,81.653,33.8
Canada,2021,CAN,81.653,55.5
Canada,2021,CAN,81.653,21.6
Canada,2021,CAN,44359.6167266713,33.8
Canada,2021,CAN,44359.6167266713,55.5
Canada,2021,CAN,44359.6167266713,21.6
Canada,2022,CAN,11.23432541,33.2
Canada,2022,CAN,11.23432541,55.7
Canada,2022,CAN,11.23432541,22.4
Canada,2022,CAN,,33.2
Canada,2022,CAN,,55.7
Canada,2022,CAN,,22.4
Canada,2022,CAN,81.752,33.2
Canada,2022,CAN,81.752,55.7
Canada,2022,CAN,81.752,22.4
Canada,2022,CAN,45227.1447354204,33.2
Canada,2022,CAN,45227.1447354204,55.7
Canada,2022,CAN,45227.1447354204,22.4
Chile,2000,CHL,7.00020742,31.0
Chile,2000,CHL,7.00020742,33.6
Chile,2000,CHL,7.00020742,2.5
Chile,2000,CHL,,31.0
Chile,2000,CHL,,33.6
Chile,2000,CHL,,2.5
Chile,2000,CHL,86.073,31.0
Chile,2000,CHL,86.073,33.6
Chile,2000,CHL,86.073,2.5
Chile,2000,CHL,8465.35303239198,31.0
Chile,2000,CHL,8465.35303239198,33.6
Chile,2000,CHL,8465.35303239198,2.5
Chile,2003,CHL,7.25047779,24.5
Chile,2003,CHL,7.25047779,37.8
Chile,2003,CHL,7.25047779,62.3
Chile,2003,CHL,,24.5
Chile,2003,CHL,,37.8
Chile,2003,CHL,,62.3
Chile,2003,CHL,86.665,24.5
Chile,2003,CHL,86.665,37.8
Chile,2003,CHL,86.665,62.3
Chile,2003,CHL,9130.7842622047,24.5
Chile,2003,CHL,9130.7842622047,37.8
Chile,2003,CHL,9130.7842622047,62.3
Chile,2006,CHL,6.07235622,40.1
Chile,2006,CHL,6.07235622,47.4
Chile,2006,CHL,6.07235622,7.4
Chile,2006,CHL,,40.1
Chile,2006,CHL,,47.4
Chile,2006,CHL,,7.4
Chile,2006,CHL,86.842,40.1
Chile,2006,CHL,86.842,47.4
Chile,2006,CHL,86.842,7.4
Chile,2006,CHL,10611.6144011853,40.1
Chile,2006,CHL,10611.6144011853,47.4
Chile,2006,CHL,10611.6144011853,7.4
Chile,2009,CHL,7.25026846,43.4
Chile,2009,CHL,7.25026846,25.1
Chile,2009,CHL,7.25026846,39.3
Chile,2009,CHL,7.25026846,55.5
Chile,2009,CHL,7.25026846,12.1
Chile,2009,CHL,7.25026846,64.5
Chile,2009,CHL,,43.4
Chile,2009,CHL,,25.1
Chile,2009,CHL,,39.3
Chile,2009,CHL,,55.5
Chile,2009,CHL,,12.1
Chile,2009,CHL,,64.5
Chile,2009,CHL,87.017,43.4
Chile,2009,CHL,87.017,25.1
Chile,2009,CHL,87.017,39.3
Chile,2009,CHL,87.017,55.5
Chile,2009,CHL,87.017,12.1
Chile,2009,CHL,87.017,64.5
Chile,2009,CHL,11116.4093443974,43.4
Chile,2009,CHL,11116.4093443974,25.1
Chile,2009,CHL,11116.4093443974,39.3
Chile,2009,CHL,11116.4093443974,55.5
Chile,2009,CHL,11116.4093443974,12.1
Chile,2009,CHL,11116.4093443974,64.5
Chile,2015,CHL,8.3513937,38.2
Chile,2015,CHL,8.3513937,48.3
Chile,2015,CHL,8.3513937,10.1
Chile,2015,CHL,,38.2
Chile,2015,CHL,,48.3
Chile,2015,CHL,,10.1
Chile,2015,CHL,87.36,38.2
Chile,2015,CHL,87.36,48.3
Chile,2015,CHL,87.36,10.1
Chile,2015,CHL,13433.9202985339,38.2
Chile,2015,CHL,13433.9202985339,48.3
Chile,2015,CHL,13433.9202985339,10.1
Chile,2016,CHL,8.55767059,34.4
Chile,2016,CHL,8.55767059,39.8
Chile,2016,CHL,8.55767059,74.2
Chile,2016,CHL,,34.4
Chile,2016,CHL,,39.8
Chile,2016,CHL,,74.2
Chile,2016,CHL,87.422,34.4
Chile,2016,CHL,87.422,39.8
Chile,2016,CHL,87.422,74.2
Chile,2016,CHL,13505.0977104931,34.4
Chile,2016,CHL,13505.0977104931,39.8
Chile,2016,CHL,13505.0977104931,74.2
Chile,2021,CHL,9.68593311,41.3
Chile,2021,CHL,9.68593311,67.7
Chile,2021,CHL,9.68593311,26.4
Chile,2021,CHL,10.8,41.3
Chile,2021,CHL,10.8,67.7
Chile,2021,CHL,10.8,26.4
Chile,2021,CHL,87.817,41.3
Chile,2021,CHL,87.817,67.7
Chile,2021,CHL,87.817,26.4
Chile,2021,CHL,14053.8743826368,41.3
Chile,2021,CHL,14053.8743826368,67.7
Chile,2021,CHL,14053.8743826368,26.4
Colombia,2005,COL,6.06710577,32.3
Colombia,2005,COL,6.06710577,13.8
Colombia,2005,COL,,32.3
Colombia,2005,COL,,13.8
Colombia,2005,COL,76.024,32.3
Colombia,2005,COL,76.024,13.8
Colombia,2005,COL,4457.27537460443,32.3
Colombia,2005,COL,4457.27537460443,13.8
Colombia,2010,COL,7.07130194,34.6
Colombia,2010,COL,7.07130194,16.5
Colombia,2010,COL,,34.6
Colombia,2010,COL,,16.5
Colombia,2010,COL,77.964,34.6
Colombia,2010,COL,77.964,16.5
Colombia,2010,COL,5214.24547620131,34.6
Colombia,2010,COL,5214.24547620131,16.5
Colombia,2015,COL,7.52338505,37.8
Colombia,2015,COL,7.52338505,18.7
Colombia,2015,COL,,37.8
Colombia,2015,COL,,18.7
Colombia,2015,COL,79.764,37.8
Colombia,2015,COL,79.764,18.7
Colombia,2015,COL,6248.51490534512,37.8
Colombia,2015,COL,6248.51490534512,18.7
Czechia,2000,CZE,5.70103025,14.0
Czechia,2000,CZE,5.70103025,31.0
Czechia,2000,CZE,5.70103025,45.0
Czechia,2000,CZE,11.7,14.0
Czechia,2000,CZE,11.7,31.0
Czechia,2000,CZE,11.7,45.0
Czechia,2000,CZE,73.988,14.0
Czechia,2000,CZE,73.988,31.0
Czechia,2000,CZE,73.988,45.0
